Parent_1,Parent_2,Set,Pair,raw_score_Tanimoto_p,raw_score_Lomap_p,raw_score_ROCS_p
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(CC2=CC=CC=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,13,0.3125,0.1920499086207541,0.7663941383361816
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,O=C1C(OC2=CC=C(F)C=C2F)=CC2=C(N=C(NC3CCOCC3)N=C2)N1CCCO,p38,14,0.4140625,0.16529888822158648,0.7358222007751465
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(OC2=C(F)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,15,0.4117647058823529,0.2018965179946554,0.8148962259292603
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,O=C1C(OC2=C(F)C=C(F)C=C2)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C1CCS(=O)(=O)CC1,p38,18,0.375886524822695,0.0907179532894125,0.672229528427124
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,O=C1C(OC2=C(F)C=C(F)C=C2)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C1CC1,p38,20,0.4274193548387097,0.14956861922263504,0.8049789667129517
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(CC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,21,0.39344262295081966,0.21224797382674304,0.772908091545105
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(C2=C(Cl)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,22,0.29133858267716534,0.027323722447292552,0.5943279266357422
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(OC2=CC=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,26,0.39166666666666666,0.2018965179946554,0.8110253810882568
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,O=C1NC2=C(C=NC(NC3CCOCC3)=N2)C=C1OC1=C(F)C=C(F)C=C1,p38,27,0.3884297520661157,0.2018965179946554,0.7841751575469971
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,28,0.453781512605042,0.2018965179946554,0.8163653612136841
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CS(=O)(=O)CCCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,29,0.4,0.12245642825298189,0.7043322324752808
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCC(C)(C)O)N=C2,p38,31,0.61,0.6703200460356393,0.8071389198303223
CC(C)NC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,CN1C(=O)C(OC2=CC=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,32,0.34146341463414637,0.18268352405273464,0.8029354214668274
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,33,0.36363636363636365,0.11080315836233386,0.7298055291175842
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,34,0.3971631205673759,0.0907179532894125,0.6693694591522217
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(SC2=CC=CC=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,35,0.2857142857142857,0.1287349035878042,0.6819655299186707
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(CO)CO)N=C2,p38,36,0.6730769230769231,0.7408182206817178,0.7454073429107666
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,O=C1C(OC2=CC=C(F)C=C2F)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C[C@H](O)CO,p38,37,0.4338235294117647,0.1002588437228037,0.6445645093917847
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,N#CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,38,0.4,0.12245642825298189,0.7143677473068237
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(C)(C)CO)N=C2,p38,39,0.5585585585585585,0.6376281516217733,0.7311414480209351
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,C[C@@H](CS(C)(=O)=O)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,40,0.5431034482758621,0.522045776761016,0.7446712255477905
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,C[C@@H](CN1N=CN=N1)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,41,0.504,0.14956861922263506,0.6853772401809692
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCCS(C)(=O)=O)N=C2,p38,42,0.5258620689655172,0.42741493194872665,0.7552351355552673
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CS(=O)(=O)N1CCC(N2C(=O)C(OC3=C(F)C=C(F)C=C3)=CC3=C2N=C(NC2CCOCC2)N=C3)CC1,p38,43,0.34394904458598724,0.033373269960326066,0.6130074262619019
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CC(C)(O)CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,44,0.40875912408759124,0.1002588437228037,0.66134113073349
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(CC2=CC=CC=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,45,0.2949640287769784,0.1287349035878042,0.7050408124923706
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,O=C1C(OC2=CC=C(F)C=C2F)=CC2=C(N=C(NC3CCOCC3)N=C2)N1CCCO,p38,46,0.44029850746268656,0.11080315836233386,0.6863590478897095
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=C(F)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,47,0.37404580152671757,0.13533528323661265,0.7458523511886597
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,C[C@H](CN1N=CN=N1)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,49,0.504,0.14956861922263506,0.7167129516601562
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,O=C1C(OC2=C(F)C=C(F)C=C2)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C1CCS(=O)(=O)CC1,p38,50,0.3464052287581699,0.06081006262521795,0.6316941976547241
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,O=C1C(OC2=C(F)C=C(F)C=C2)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C1CC1,p38,52,0.3897058823529412,0.1002588437228037,0.7389297485351562
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(CC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,53,0.3684210526315789,0.14227407158651356,0.7099865674972534
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(C2=C(Cl)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,54,0.26618705035971224,0.01831563888873418,0.5750914812088013
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=CC=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,58,0.3560606060606061,0.13533528323661265,0.7398954629898071
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,O=C1NC2=C(C=NC(NC3CCOCC3)=N2)C=C1OC1=C(F)C=C(F)C=C1,p38,59,0.3533834586466165,0.13533528323661265,0.7220754623413086
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,60,0.4230769230769231,0.13533528323661265,0.7480529546737671
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CS(=O)(=O)CCCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,61,0.3958333333333333,0.08208499862389879,0.6579272150993347
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCC(C)(C)O)N=C2,p38,63,0.5446428571428571,0.5488116360940264,0.7099325656890869
CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=CN=C(NC(CCO)CCO)N=C21,CN1C(=O)C(OC2=CC=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,64,0.3111111111111111,0.12245642825298189,0.7329083681106567
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,65,0.49230769230769234,0.44932896411722156,0.8371459245681763
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(CO)CO)N=C2,p38,67,0.3902439024390244,0.13533528323661265,0.7352237701416016
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,O=C1C(OC2=CC=C(F)C=C2F)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C[C@H](O)CO,p38,68,0.4883720930232558,0.49658530379140947,0.7858548164367676
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,N#CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,69,0.5121951219512195,0.6065306597126334,0.9062398672103882
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(C)(C)CO)N=C2,p38,70,0.39344262295081966,0.13533528323661265,0.7449294328689575
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,C[C@@H](CS(C)(=O)=O)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,71,0.375,0.11080315836233386,0.7320041656494141
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,C[C@@H](CN1N=CN=N1)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,72,0.3602941176470588,0.06720551273974976,0.7090134620666504
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCCS(C)(=O)=O)N=C2,p38,73,0.38095238095238093,0.12245642825298189,0.8280753493309021
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CS(=O)(=O)N1CCC(N2C(=O)C(OC3=C(F)C=C(F)C=C3)=CC3=C2N=C(NC2CCOCC2)N=C3)CC1,p38,74,0.4444444444444444,0.09071795328941248,0.7630873918533325
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CC(C)(O)CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,75,0.5079365079365079,0.49658530379140947,0.8145002126693726
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,O=C1C(OC2=CC=C(F)C=C2F)=CC2=C(N=C(NC3CCOCC3)N=C2)N1CCCO,p38,77,0.49606299212598426,0.5488116360940264,0.8578232526779175
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,78,0.6238532110091743,0.8187307530779818,0.9789726734161377
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(N[C@@H]1CCOC1)N=C2,p38,79,0.5486725663716814,0.024659696394160643,0.8816916942596436
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,C[C@H](CN1N=CN=N1)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,80,0.3602941176470588,0.06720551273974976,0.7359824180603027
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,O=C1C(OC2=C(F)C=C(F)C=C2)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C1CCS(=O)(=O)CC1,p38,81,0.45,0.16529888822158648,0.7837822437286377
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CNC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,p38,82,0.43636363636363634,0.2018965179946554,0.8028930425643921
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,O=C1C(OC2=C(F)C=C(F)C=C2)=CC2=C(N=C(NC3CCOCC3)N=C2)N1C1CC1,p38,83,0.5121951219512195,0.27253179303401254,0.9545546770095825
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(N[C@H]1CC[C@H](O)CC1)N=C2,p38,86,0.49586776859504134,0.6376281516217733,0.859430730342865
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCS(=O)(=O)CC1)N=C2,p38,87,0.4878048780487805,0.49658530379140947,0.8457669615745544
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,88,0.6272727272727273,0.7408182206817179,0.9726293087005615
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=CC=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,89,0.660377358490566,0.8187307530779818,0.9824285507202148
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,O=C1NC2=C(C=NC(NC3CCOCC3)=N2)C=C1OC1=C(F)C=C(F)C=C1,p38,90,0.475,0.6703200460356393,0.9186358451843262
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,91,0.5423728813559322,0.6703200460356393,0.9659037590026855
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CS(=O)(=O)CCCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,92,0.47761194029850745,0.4065696597405991,0.825462281703949
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CC(=O)N1CCC(NC2=NC3=C(C=N2)C=C(OC2=C(F)C=C(F)C=C2)C(=O)N3C)CC1,p38,93,0.47619047619047616,0.522045776761016,0.8499084711074829
CN1C(=O)C(OC2=CC=CC(F)=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCC(C)(C)O)N=C2,p38,94,0.39344262295081966,0.13533528323661265,0.7731817960739136
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(SC2=CC=CC=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,96,0.4222222222222222,0.522045776761016,0.7780990600585938
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(CO)CO)N=C2,p38,97,0.4307692307692308,0.11080315836233386,0.6865676641464233
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(C)(C)CO)N=C2,p38,100,0.4230769230769231,0.11080315836233386,0.6663661003112793
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,C[C@@H](CS(C)(=O)=O)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,101,0.4806201550387597,0.0907179532894125,0.7177032232284546
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,C[C@@H](CN1N=CN=N1)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,102,0.3793103448275862,0.055023220056407224,0.6456417441368103
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCCS(C)(=O)=O)N=C2,p38,103,0.5241935483870968,0.1002588437228037,0.7523228526115417
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(CC2=CC=CC=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,106,0.43283582089552236,0.522045776761016,0.8062965869903564
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,108,0.5118110236220472,0.5488116360940264,0.8501858115196228
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(N[C@@H]1CCOC1)N=C2,p38,109,0.5573770491803278,0.02018965179946554,0.8075300455093384
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,C[C@H](CN1N=CN=N1)NC1=NC=C2C=C(OC3=C(F)C=C(F)C=C3)C(=O)N(C)C2=N1,p38,110,0.3793103448275862,0.055023220056407224,0.683903157711029
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CNC1=NC2=C(C=N1)C=C(OC1=C(F)C=C(F)C=C1)C(=O)N2C,p38,112,0.453781512605042,0.16529888822158648,0.7121501564979553
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(CC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,114,0.515625,0.5769498103804866,0.8118425011634827
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(C2=C(Cl)C=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,115,0.40298507462686567,0.06720551273974976,0.6464641094207764
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(N[C@H]1CC[C@H](O)CC1)N=C2,p38,116,0.5076923076923077,0.522045776761016,0.7629513740539551
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCS(=O)(=O)CC1)N=C2,p38,117,0.5230769230769231,0.4065696597405991,0.7598944306373596
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=CC=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,119,0.4921875,0.5488116360940264,0.8471866846084595
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CC(=O)N1CCC(NC2=NC3=C(C=N2)C=C(OC2=C(F)C=C(F)C=C2)C(=O)N3C)CC1,p38,123,0.5,0.42741493194872665,0.7606922388076782
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NCC(C)(C)O)N=C2,p38,124,0.4230769230769231,0.11080315836233386,0.6943929195404053
CS(=O)(=O)CCN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=CC=CC=C2)=CC2=C1N=C(NC1CCOCC1)N=C2,p38,125,0.44274809160305345,0.49658530379140947,0.8399354219436646
CN1C(=O)C(SC2=CC=CC=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,CN1C(=O)C(OC2=C(F)C=C(F)C=C2)=CC2=C1N=C(NC(CO)CO)N=C2,p38,126,0.3053435114503817,0.15723716631362758,0.6979731321334839
